id,Time,MeasName,Hour
291,2020-02-03,站点11,H3
292,2020-02-03,站点11,H4
293,2020-02-03,站点11,H5
294,2020-02-03,站点11,H6
295,2020-02-03,站点11,H7
296,2020-02-03,站点11,H8
297,2020-02-03,站点11,H9
298,2020-02-03,站点11,H10
299,2020-02-03,站点11,H11
300,2020-02-03,站点11,H12
301,2020-02-03,站点11,H13
302,2020-02-03,站点11,H14
303,2020-02-03,站点11,H15
304,2020-02-03,站点11,H16
305,2020-02-03,站点11,H17
306,2020-02-03,站点11,H18
307,2020-02-03,站点11,H19
308,2020-02-03,站点11,H20
309,2020-02-03,站点11,H21
310,2020-02-03,站点11,H22
311,2020-02-03,站点11,H23
312,2020-02-03,站点30,H0
313,2020-02-03,站点30,H1
314,2020-02-03,站点30,H2
315,2020-02-03,站点30,H3
316,2020-02-03,站点30,H4
317,2020-02-03,站点30,H5
318,2020-02-03,站点30,H6
319,2020-02-03,站点30,H7
320,2020-02-03,站点30,H8
321,2020-02-03,站点30,H9
322,2020-02-03,站点30,H10
323,2020-02-03,站点30,H11
324,2020-02-03,站点30,H12
325,2020-02-03,站点30,H13
326,2020-02-03,站点30,H14
327,2020-02-03,站点30,H15
328,2020-02-03,站点30,H16
329,2020-02-03,站点30,H17
330,2020-02-03,站点30,H18
331,2020-02-03,站点30,H19
332,2020-02-03,站点30,H20
333,2020-02-03,站点30,H21
334,2020-02-03,站点30,H22
335,2020-02-03,站点30,H23
336,2020-02-03,站点28,H0
337,2020-02-03,站点28,H1
338,2020-02-03,站点28,H2
339,2020-02-03,站点28,H3
340,2020-02-03,站点28,H4
341,2020-02-03,站点28,H5
342,2020-02-03,站点28,H6
343,2020-02-03,站点28,H7
344,2020-02-03,站点28,H8
345,2020-02-03,站点28,H9
346,2020-02-03,站点28,H10
347,2020-02-03,站点28,H11
348,2020-02-03,站点28,H12
349,2020-02-03,站点28,H13
350,2020-02-03,站点28,H14
351,2020-02-03,站点28,H15
352,2020-02-03,站点28,H16
353,2020-02-03,站点28,H17
354,2020-02-03,站点28,H18
355,2020-02-03,站点28,H19
356,2020-02-03,站点28,H20
357,2020-02-03,站点28,H21
358,2020-02-03,站点28,H22
359,2020-02-03,站点28,H23
360,2020-02-03,站点10,H0
361,2020-02-03,站点10,H1
362,2020-02-03,站点10,H2
363,2020-02-03,站点10,H3
364,2020-02-03,站点10,H4
365,2020-02-03,站点10,H5
366,2020-02-03,站点10,H6
367,2020-02-03,站点10,H7
368,2020-02-03,站点10,H8
369,2020-02-03,站点10,H9
370,2020-02-03,站点10,H10
371,2020-02-03,站点10,H11
372,2020-02-03,站点10,H12
373,2020-02-03,站点10,H13
374,2020-02-03,站点10,H14
375,2020-02-03,站点10,H15
376,2020-02-03,站点10,H16
377,2020-02-03,站点10,H17
378,2020-02-03,站点10,H18
379,2020-02-03,站点10,H19
380,2020-02-03,站点10,H20
381,2020-02-03,站点10,H21
382,2020-02-03,站点10,H22
383,2020-02-03,站点10,H23
384,2020-02-03,站点25,H0
385,2020-02-03,站点25,H1
386,2020-02-03,站点25,H2
387,2020-02-03,站点25,H3
388,2020-02-03,站点25,H4
389,2020-02-03,站点25,H5
390,2020-02-03,站点25,H6
391,2020-02-03,站点25,H7
392,2020-02-03,站点25,H8
393,2020-02-03,站点25,H9
394,2020-02-03,站点25,H10
395,2020-02-03,站点25,H11
396,2020-02-03,站点25,H12
397,2020-02-03,站点25,H13
398,2020-02-03,站点25,H14
399,2020-02-03,站点25,H15
400,2020-02-03,站点25,H16
401,2020-02-03,站点25,H17
402,2020-02-03,站点25,H18
403,2020-02-03,站点25,H19
404,2020-02-03,站点25,H20
405,2020-02-03,站点25,H21
406,2020-02-03,站点25,H22
407,2020-02-03,站点25,H23
408,2020-02-03,站点8,H0
409,2020-02-03,站点8,H1
410,2020-02-03,站点8,H2
411,2020-02-03,站点8,H3
412,2020-02-03,站点8,H4
413,2020-02-03,站点8,H5
414,2020-02-03,站点8,H6
415,2020-02-03,站点8,H7
416,2020-02-03,站点8,H8
417,2020-02-03,站点8,H9
418,2020-02-03,站点8,H10
419,2020-02-03,站点8,H11
420,2020-02-03,站点8,H12
421,2020-02-03,站点8,H13
422,2020-02-03,站点8,H14
423,2020-02-03,站点8,H15
424,2020-02-03,站点8,H16
425,2020-02-03,站点8,H17
426,2020-02-03,站点8,H18
427,2020-02-03,站点8,H19
428,2020-02-03,站点8,H20
429,2020-02-03,站点8,H21
430,2020-02-03,站点8,H22
431,2020-02-03,站点8,H23
432,2020-02-03,站点18,H0
433,2020-02-03,站点18,H1
434,2020-02-03,站点18,H2
435,2020-02-03,站点18,H3
436,2020-02-03,站点18,H4
437,2020-02-03,站点18,H5
438,2020-02-03,站点18,H6
439,2020-02-03,站点18,H7
440,2020-02-03,站点18,H8
441,2020-02-03,站点18,H9
442,2020-02-03,站点18,H10
443,2020-02-03,站点18,H11
444,2020-02-03,站点18,H12
445,2020-02-03,站点18,H13
446,2020-02-03,站点18,H14
447,2020-02-03,站点18,H15
448,2020-02-03,站点18,H16
449,2020-02-03,站点18,H17
450,2020-02-03,站点18,H18
451,2020-02-03,站点18,H19
452,2020-02-03,站点18,H20
453,2020-02-03,站点18,H21
454,2020-02-03,站点18,H22
455,2020-02-03,站点18,H23
456,2020-02-03,站点13,H0
457,2020-02-03,站点13,H1
458,2020-02-03,站点13,H2
459,2020-02-03,站点13,H3
460,2020-02-03,站点13,H4
461,2020-02-03,站点13,H5
462,2020-02-03,站点13,H6
463,2020-02-03,站点13,H7
464,2020-02-03,站点13,H8
465,2020-02-03,站点13,H9
466,2020-02-03,站点13,H10
467,2020-02-03,站点13,H11
468,2020-02-03,站点13,H12
469,2020-02-03,站点13,H13
470,2020-02-03,站点13,H14
471,2020-02-03,站点13,H15
472,2020-02-03,站点13,H16
473,2020-02-03,站点13,H17
474,2020-02-03,站点13,H18
475,2020-02-03,站点13,H19
476,2020-02-03,站点13,H20
477,2020-02-03,站点13,H21
478,2020-02-03,站点13,H22
479,2020-02-03,站点13,H23
480,2020-02-03,站点16,H0
481,2020-02-03,站点16,H1
482,2020-02-03,站点16,H2
483,2020-02-03,站点16,H3
484,2020-02-03,站点16,H4
485,2020-02-03,站点16,H5
486,2020-02-03,站点16,H6
487,2020-02-03,站点16,H7
488,2020-02-03,站点16,H8
489,2020-02-03,站点16,H9
490,2020-02-03,站点16,H10
491,2020-02-03,站点16,H11
492,2020-02-03,站点16,H12
493,2020-02-03,站点16,H13
494,2020-02-03,站点16,H14
495,2020-02-03,站点16,H15
496,2020-02-03,站点16,H16
497,2020-02-03,站点16,H17
498,2020-02-03,站点16,H18
499,2020-02-03,站点16,H19
500,2020-02-03,站点16,H20
501,2020-02-03,站点16,H21
502,2020-02-03,站点16,H22
503,2020-02-03,站点16,H23
504,2020-02-03,站点23,H0
505,2020-02-03,站点23,H1
506,2020-02-03,站点23,H2
507,2020-02-03,站点23,H3
508,2020-02-03,站点23,H4
509,2020-02-03,站点23,H5
510,2020-02-03,站点23,H6
511,2020-02-03,站点23,H7
512,2020-02-03,站点23,H8
513,2020-02-03,站点23,H9
514,2020-02-03,站点23,H10
515,2020-02-03,站点23,H11
516,2020-02-03,站点23,H12
517,2020-02-03,站点23,H13
518,2020-02-03,站点23,H14
519,2020-02-03,站点23,H15
520,2020-02-03,站点23,H16
521,2020-02-03,站点23,H17
522,2020-02-03,站点23,H18
523,2020-02-03,站点23,H19
524,2020-02-03,站点23,H20
525,2020-02-03,站点23,H21
526,2020-02-03,站点23,H22
527,2020-02-03,站点23,H23
528,2020-02-03,站点14,H0
529,2020-02-03,站点14,H1
530,2020-02-03,站点14,H2
531,2020-02-03,站点14,H3
532,2020-02-03,站点14,H4
533,2020-02-03,站点14,H5
534,2020-02-03,站点14,H6
535,2020-02-03,站点14,H7
536,2020-02-03,站点14,H8
537,2020-02-03,站点14,H9
538,2020-02-03,站点14,H10
539,2020-02-03,站点14,H11
540,2020-02-03,站点14,H12
541,2020-02-03,站点14,H13
542,2020-02-03,站点14,H14
543,2020-02-03,站点14,H15
544,2020-02-03,站点14,H16
545,2020-02-03,站点14,H17
546,2020-02-03,站点14,H18
547,2020-02-03,站点14,H19
548,2020-02-03,站点14,H20
549,2020-02-03,站点14,H21
550,2020-02-03,站点14,H22
551,2020-02-03,站点14,H23
552,2020-02-03,站点15,H0
553,2020-02-03,站点15,H1
554,2020-02-03,站点15,H2
555,2020-02-03,站点15,H3
556,2020-02-03,站点15,H4
557,2020-02-03,站点15,H5
558,2020-02-03,站点15,H6
559,2020-02-03,站点15,H7
560,2020-02-03,站点15,H8
561,2020-02-03,站点15,H9
562,2020-02-03,站点15,H10
563,2020-02-03,站点15,H11
564,2020-02-03,站点15,H12
565,2020-02-03,站点15,H13
566,2020-02-03,站点15,H14
567,2020-02-03,站点15,H15
568,2020-02-03,站点15,H16
569,2020-02-03,站点15,H17
570,2020-02-03,站点15,H18
571,2020-02-03,站点15,H19
572,2020-02-03,站点15,H20
573,2020-02-03,站点15,H21
574,2020-02-03,站点15,H22
575,2020-02-03,站点15,H23
576,2020-02-03,站点19,H0
577,2020-02-03,站点19,H1
578,2020-02-03,站点19,H2
579,2020-02-03,站点19,H3
580,2020-02-03,站点19,H4
581,2020-02-03,站点19,H5
582,2020-02-03,站点19,H6
583,2020-02-03,站点19,H7
584,2020-02-03,站点19,H8
585,2020-02-03,站点19,H9
586,2020-02-03,站点19,H10
587,2020-02-03,站点19,H11
588,2020-02-03,站点19,H12
589,2020-02-03,站点19,H13
590,2020-02-03,站点19,H14
591,2020-02-03,站点19,H15
592,2020-02-03,站点19,H16
593,2020-02-03,站点19,H17
594,2020-02-03,站点19,H18
595,2020-02-03,站点19,H19
596,2020-02-03,站点19,H20
597,2020-02-03,站点19,H21
598,2020-02-03,站点19,H22
599,2020-02-03,站点19,H23
600,2020-02-03,站点12,H0
601,2020-02-03,站点12,H1
602,2020-02-03,站点12,H2
603,2020-02-03,站点12,H3
604,2020-02-03,站点12,H4
605,2020-02-03,站点12,H5
606,2020-02-03,站点12,H6
607,2020-02-03,站点12,H7
608,2020-02-03,站点12,H8
609,2020-02-03,站点12,H9
610,2020-02-03,站点12,H10
611,2020-02-03,站点12,H11
612,2020-02-03,站点12,H12
613,2020-02-03,站点12,H13
614,2020-02-03,站点12,H14
615,2020-02-03,站点12,H15
616,2020-02-03,站点12,H16
617,2020-02-03,站点12,H17
618,2020-02-03,站点12,H18
619,2020-02-03,站点12,H19
620,2020-02-03,站点12,H20
621,2020-02-03,站点12,H21
622,2020-02-03,站点12,H22
623,2020-02-03,站点12,H23
624,2020-02-03,站点17,H0
625,2020-02-03,站点17,H1
626,2020-02-03,站点17,H2
627,2020-02-03,站点17,H3
628,2020-02-03,站点17,H4
629,2020-02-03,站点17,H5
630,2020-02-03,站点17,H6
631,2020-02-03,站点17,H7
632,2020-02-03,站点17,H8
633,2020-02-03,站点17,H9
634,2020-02-03,站点17,H10
635,2020-02-03,站点17,H11
636,2020-02-03,站点17,H12
637,2020-02-03,站点17,H13
638,2020-02-03,站点17,H14
639,2020-02-03,站点17,H15
640,2020-02-03,站点17,H16
641,2020-02-03,站点17,H17
642,2020-02-03,站点17,H18
643,2020-02-03,站点17,H19
644,2020-02-03,站点17,H20
645,2020-02-03,站点17,H21
646,2020-02-03,站点17,H22
647,2020-02-03,站点17,H23
648,2020-02-03,站点2,H0
649,2020-02-03,站点2,H1
650,2020-02-03,站点2,H2
651,2020-02-03,站点2,H3
652,2020-02-03,站点2,H4
653,2020-02-03,站点2,H5
654,2020-02-03,站点2,H6
655,2020-02-03,站点2,H7
656,2020-02-03,站点2,H8
657,2020-02-03,站点2,H9
658,2020-02-03,站点2,H10
659,2020-02-03,站点2,H11
660,2020-02-03,站点2,H12
661,2020-02-03,站点2,H13
662,2020-02-03,站点2,H14
663,2020-02-03,站点2,H15
664,2020-02-03,站点2,H16
665,2020-02-03,站点2,H17
666,2020-02-03,站点2,H18
667,2020-02-03,站点2,H19
668,2020-02-03,站点2,H20
669,2020-02-03,站点2,H21
670,2020-02-03,站点2,H22
671,2020-02-03,站点2,H23
672,2020-02-03,站点9,H0
673,2020-02-03,站点9,H1
674,2020-02-03,站点9,H2
675,2020-02-03,站点9,H3
676,2020-02-03,站点9,H4
677,2020-02-03,站点9,H5
678,2020-02-03,站点9,H6
679,2020-02-03,站点9,H7
680,2020-02-03,站点9,H8
681,2020-02-03,站点9,H9
682,2020-02-03,站点9,H10
683,2020-02-03,站点9,H11
684,2020-02-03,站点9,H12
685,2020-02-03,站点9,H13
686,2020-02-03,站点9,H14
687,2020-02-03,站点9,H15
688,2020-02-03,站点9,H16
689,2020-02-03,站点9,H17
690,2020-02-03,站点9,H18
691,2020-02-03,站点9,H19
692,2020-02-03,站点9,H20
693,2020-02-03,站点9,H21
694,2020-02-03,站点9,H22
695,2020-02-03,站点9,H23
696,2020-02-03,站点6,H0
697,2020-02-03,站点6,H1
698,2020-02-03,站点6,H2
699,2020-02-03,站点6,H3
700,2020-02-03,站点6,H4
701,2020-02-03,站点6,H5
702,2020-02-03,站点6,H6
703,2020-02-03,站点6,H7
704,2020-02-03,站点6,H8
705,2020-02-03,站点6,H9
706,2020-02-03,站点6,H10
707,2020-02-03,站点6,H11
708,2020-02-03,站点6,H12
709,2020-02-03,站点6,H13
710,2020-02-03,站点6,H14
711,2020-02-03,站点6,H15
712,2020-02-03,站点6,H16
713,2020-02-03,站点6,H17
714,2020-02-03,站点6,H18
715,2020-02-03,站点6,H19
716,2020-02-03,站点6,H20
717,2020-02-03,站点6,H21
718,2020-02-03,站点6,H22
719,2020-02-03,站点6,H23
720,2020-02-04,站点4,H0
721,2020-02-04,站点4,H1
722,2020-02-04,站点4,H2
723,2020-02-04,站点4,H3
724,2020-02-04,站点4,H4
725,2020-02-04,站点4,H5
726,2020-02-04,站点4,H6
727,2020-02-04,站点4,H7
728,2020-02-04,站点4,H8
729,2020-02-04,站点4,H9
730,2020-02-04,站点4,H10
731,2020-02-04,站点4,H11
732,2020-02-04,站点4,H12
733,2020-02-04,站点4,H13
734,2020-02-04,站点4,H14
735,2020-02-04,站点4,H15
736,2020-02-04,站点4,H16
737,2020-02-04,站点4,H17
738,2020-02-04,站点4,H18
739,2020-02-04,站点4,H19
740,2020-02-04,站点4,H20
741,2020-02-04,站点4,H21
742,2020-02-04,站点4,H22
743,2020-02-04,站点4,H23
744,2020-02-04,站点7,H0
745,2020-02-04,站点7,H1
746,2020-02-04,站点7,H2
747,2020-02-04,站点7,H3
748,2020-02-04,站点7,H4
749,2020-02-04,站点7,H5
750,2020-02-04,站点7,H6
751,2020-02-04,站点7,H7
752,2020-02-04,站点7,H8
753,2020-02-04,站点7,H9
754,2020-02-04,站点7,H10
755,2020-02-04,站点7,H11
756,2020-02-04,站点7,H12
757,2020-02-04,站点7,H13
758,2020-02-04,站点7,H14
759,2020-02-04,站点7,H15
760,2020-02-04,站点7,H16
761,2020-02-04,站点7,H17
762,2020-02-04,站点7,H18
763,2020-02-04,站点7,H19
764,2020-02-04,站点7,H20
765,2020-02-04,站点7,H21
766,2020-02-04,站点7,H22
767,2020-02-04,站点7,H23
768,2020-02-04,站点22,H0
769,2020-02-04,站点22,H1
770,2020-02-04,站点22,H2
771,2020-02-04,站点22,H3
772,2020-02-04,站点22,H4
773,2020-02-04,站点22,H5
774,2020-02-04,站点22,H6
775,2020-02-04,站点22,H7
776,2020-02-04,站点22,H8
777,2020-02-04,站点22,H9
778,2020-02-04,站点22,H10
779,2020-02-04,站点22,H11
780,2020-02-04,站点22,H12
781,2020-02-04,站点22,H13
782,2020-02-04,站点22,H14
783,2020-02-04,站点22,H15
784,2020-02-04,站点22,H16
785,2020-02-04,站点22,H17
786,2020-02-04,站点22,H18
787,2020-02-04,站点22,H19
788,2020-02-04,站点22,H20
789,2020-02-04,站点22,H21
790,2020-02-04,站点22,H22
791,2020-02-04,站点22,H23
792,2020-02-04,站点21,H0
793,2020-02-04,站点21,H1
794,2020-02-04,站点21,H2
795,2020-02-04,站点21,H3
796,2020-02-04,站点21,H4
797,2020-02-04,站点21,H5
798,2020-02-04,站点21,H6
799,2020-02-04,站点21,H7
800,2020-02-04,站点21,H8
801,2020-02-04,站点21,H9
802,2020-02-04,站点21,H10
803,2020-02-04,站点21,H11
804,2020-02-04,站点21,H12
805,2020-02-04,站点21,H13
806,2020-02-04,站点21,H14
807,2020-02-04,站点21,H15
808,2020-02-04,站点21,H16
809,2020-02-04,站点21,H17
810,2020-02-04,站点21,H18
811,2020-02-04,站点21,H19
812,2020-02-04,站点21,H20
813,2020-02-04,站点21,H21
814,2020-02-04,站点21,H22
815,2020-02-04,站点21,H23
816,2020-02-04,站点20,H0
817,2020-02-04,站点20,H1
818,2020-02-04,站点20,H2
819,2020-02-04,站点20,H3
820,2020-02-04,站点20,H4
821,2020-02-04,站点20,H5
822,2020-02-04,站点20,H6
823,2020-02-04,站点20,H7
824,2020-02-04,站点20,H8
825,2020-02-04,站点20,H9
826,2020-02-04,站点20,H10
827,2020-02-04,站点20,H11
828,2020-02-04,站点20,H12
829,2020-02-04,站点20,H13
830,2020-02-04,站点20,H14
831,2020-02-04,站点20,H15
832,2020-02-04,站点20,H16
833,2020-02-04,站点20,H17
834,2020-02-04,站点20,H18
835,2020-02-04,站点20,H19
836,2020-02-04,站点20,H20
837,2020-02-04,站点20,H21
838,2020-02-04,站点20,H22
839,2020-02-04,站点20,H23
840,2020-02-04,站点24,H0
841,2020-02-04,站点24,H1
842,2020-02-04,站点24,H2
843,2020-02-04,站点24,H3
844,2020-02-04,站点24,H4
845,2020-02-04,站点24,H5
846,2020-02-04,站点24,H6
847,2020-02-04,站点24,H7
848,2020-02-04,站点24,H8
849,2020-02-04,站点24,H9
850,2020-02-04,站点24,H10
851,2020-02-04,站点24,H11
852,2020-02-04,站点24,H12
853,2020-02-04,站点24,H13
854,2020-02-04,站点24,H14
855,2020-02-04,站点24,H15
856,2020-02-04,站点24,H16
857,2020-02-04,站点24,H17
858,2020-02-04,站点24,H18
859,2020-02-04,站点24,H19
860,2020-02-04,站点24,H20
861,2020-02-04,站点24,H21
862,2020-02-04,站点24,H22
863,2020-02-04,站点24,H23
864,2020-02-04,站点27,H0
865,2020-02-04,站点27,H1
866,2020-02-04,站点27,H2
867,2020-02-04,站点27,H3
868,2020-02-04,站点27,H4
869,2020-02-04,站点27,H5
870,2020-02-04,站点27,H6
871,2020-02-04,站点27,H7
872,2020-02-04,站点27,H8
